seed_doi,seed_openalex_id,seed_title,citer_key
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1145/3696630.3731625
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.3390/bdcc9110285
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1061/jcemd4.coeng-17029
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.32996/jeltal.2025.7.1.5
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.51408/issi2025_163
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.3390/app15179709
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1016/j.eap.2025.11.014
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1016/j.eswa.2025.130642
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1002/cpe.70468
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1016/j.array.2025.100572
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1109/citsm67730.2025.11291423
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1007/978-3-032-08977-9_25
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1038/s41598-026-36725-6
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1061/9780784486436.005
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1109/smc58881.2025.11343690
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1007/978-3-032-14107-1_35
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1016/j.asoc.2026.114749
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1016/j.cie.2026.111878
10.1016/j.eswa.2024.125524,https://openalex.org/W4403289373,Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,10.1007/978-3-032-05497-5_9
10.1007/978-3-031-92474-3_13,https://openalex.org/W4410392350,Synthline: A Product Line Approach for Synthetic Requirements Engineering Data Generation Using Large Language Models,10.3390/s25237263
10.1007/978-3-031-76459-2_35,https://openalex.org/W4408287838,Software Requirements Classification: From Bag-of-Words to Transformer,10.1002/smr.70012
10.1007/978-3-031-76459-2_35,https://openalex.org/W4408287838,Software Requirements Classification: From Bag-of-Words to Transformer,10.3390/app15189891
10.1007/978-3-031-76459-2_35,https://openalex.org/W4408287838,Software Requirements Classification: From Bag-of-Words to Transformer,10.5753/ise.2025.14892
10.1007/978-3-031-76459-2_35,https://openalex.org/W4408287838,Software Requirements Classification: From Bag-of-Words to Transformer,10.1007/978-981-95-1069-6_12
10.1109/tse.2025.3572094,https://openalex.org/W4410582030,Cross-Level Requirements Tracing Based on Large Language Models,10.1145/3771727
10.1109/tse.2025.3572094,https://openalex.org/W4410582030,Cross-Level Requirements Tracing Based on Large Language Models,10.3390/app152011083
10.1109/tse.2025.3572094,https://openalex.org/W4410582030,Cross-Level Requirements Tracing Based on Large Language Models,10.1016/j.infsof.2025.107973
10.1109/tse.2025.3572094,https://openalex.org/W4410582030,Cross-Level Requirements Tracing Based on Large Language Models,10.1016/j.aej.2025.10.028
10.1109/tse.2025.3572094,https://openalex.org/W4410582030,Cross-Level Requirements Tracing Based on Large Language Models,10.1109/jiot.2025.3637176
10.1109/tse.2025.3572094,https://openalex.org/W4410582030,Cross-Level Requirements Tracing Based on Large Language Models,10.1016/j.aej.2025.11.012
10.1109/tse.2025.3572094,https://openalex.org/W4410582030,Cross-Level Requirements Tracing Based on Large Language Models,10.1016/j.aej.2025.12.004
10.1109/tse.2025.3572094,https://openalex.org/W4410582030,Cross-Level Requirements Tracing Based on Large Language Models,10.3390/info17010073
10.1109/tse.2025.3572094,https://openalex.org/W4410582030,Cross-Level Requirements Tracing Based on Large Language Models,10.1016/j.infsof.2026.108066
10.1007/978-3-031-73143-17,https://openalex.org/W4408923804,Dealing with Data for RE: Mitigating Challenges While Using NLP and Generative AI,10.1007/s10462-025-11338-z
10.1007/978-3-031-73143-17,https://openalex.org/W4408923804,Dealing with Data for RE: Mitigating Challenges While Using NLP and Generative AI,10.3390/fi17080353
10.1007/978-3-031-73143-17,https://openalex.org/W4408923804,Dealing with Data for RE: Mitigating Challenges While Using NLP and Generative AI,10.4018/979-8-3693-4365-4.ch006
10.1007/978-3-031-73143-17,https://openalex.org/W4408923804,Dealing with Data for RE: Mitigating Challenges While Using NLP and Generative AI,10.1007/978-3-032-04190-6_11
10.1007/978-3-031-73143-17,https://openalex.org/W4408923804,Dealing with Data for RE: Mitigating Challenges While Using NLP and Generative AI,10.1007/s11704-025-41376-3
10.1007/978-3-031-73143-3_8,https://openalex.org/W6921834859,Legal Requirements Analysis: A Regulatory Compliance Perspective,10.1007/s10207-026-01218-0
10.1007/978-3-031-88531-0_27,https://openalex.org/W4409111808,Requirements Traceability Link Recovery via Retrieval-Augmented Generation,10.1109/re63999.2025.00037
10.1007/978-3-031-88531-0_27,https://openalex.org/W4409111808,Requirements Traceability Link Recovery via Retrieval-Augmented Generation,10.2139/ssrn.5472929
10.1007/978-3-031-88531-0_27,https://openalex.org/W4409111808,Requirements Traceability Link Recovery via Retrieval-Augmented Generation,10.1109/re63999.2025.00079
10.1007/978-3-031-88531-0_27,https://openalex.org/W4409111808,Requirements Traceability Link Recovery via Retrieval-Augmented Generation,10.1109/rew66121.2025.00006
10.1007/978-3-031-88531-0_27,https://openalex.org/W4409111808,Requirements Traceability Link Recovery via Retrieval-Augmented Generation,10.1109/ms.2025.3621786
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.1007/s10462-025-11245-3
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.1371/journal.pone.0319551
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.1109/seaa64295.2024.00079
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.61186/seai.2409-1009
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.1007/978-3-031-84913-8_3
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.1177/14727978251366558
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.1109/ikt65497.2024.10892757
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.1007/978-3-031-95452-8_21
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.1007/978-3-031-96841-9_7
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.1109/mrie66930.2025.11156846
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.1109/icecai66283.2025.11170566
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.1007/978-3-032-12063-2_7
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.1080/17517575.2026.2629556
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.1016/j.infsof.2026.108066
10.1007/s10270-024-01176-y,https://openalex.org/W4396736584,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,10.1007/s13369-026-11157-6
10.1007/s10515-024-00452-x,https://openalex.org/W4399380754,Automated requirement contradiction detection through formal logic and LLMs,10.1109/oncon62778.2024.10931625
10.1007/s10515-024-00452-x,https://openalex.org/W4399380754,Automated requirement contradiction detection through formal logic and LLMs,10.1186/s13638-025-02523-3
10.1007/s10515-024-00452-x,https://openalex.org/W4399380754,Automated requirement contradiction detection through formal logic and LLMs,10.1049/sfw2/6714956
10.1007/s10515-024-00452-x,https://openalex.org/W4399380754,Automated requirement contradiction detection through formal logic and LLMs,10.1145/3786771
10.1007/s10515-024-00452-x,https://openalex.org/W4399380754,Automated requirement contradiction detection through formal logic and LLMs,10.1016/j.eswa.2025.128684
10.1007/s10515-024-00452-x,https://openalex.org/W4399380754,Automated requirement contradiction detection through formal logic and LLMs,10.1109/secdev61143.2024.00014
10.1007/s10515-024-00452-x,https://openalex.org/W4399380754,Automated requirement contradiction detection through formal logic and LLMs,10.21203/rs.3.rs-6353409/v1
10.1007/s10515-024-00452-x,https://openalex.org/W4399380754,Automated requirement contradiction detection through formal logic and LLMs,10.52866/2788-7421.1279
10.1007/s10515-024-00452-x,https://openalex.org/W4399380754,Automated requirement contradiction detection through formal logic and LLMs,10.1109/access.2025.3591739
10.1007/s10515-024-00452-x,https://openalex.org/W4399380754,Automated requirement contradiction detection through formal logic and LLMs,10.3390/info16080640
10.1007/s10515-024-00452-x,https://openalex.org/W4399380754,Automated requirement contradiction detection through formal logic and LLMs,10.1109/rew66121.2025.00049
10.1007/s10515-024-00452-x,https://openalex.org/W4399380754,Automated requirement contradiction detection through formal logic and LLMs,10.1109/access.2026.3658339
10.1007/s10515-024-00452-x,https://openalex.org/W4399380754,Automated requirement contradiction detection through formal logic and LLMs,10.1109/ase63991.2025.00106
10.1007/s10515-024-00452-x,https://openalex.org/W4399380754,Automated requirement contradiction detection through formal logic and LLMs,10.1109/ieem63636.2025.11357680
10.1145/3691620.3695293,https://openalex.org/W4403536540,Emergence of A Novel Domain Expert: A Generative AI-based Framework for Software Function Point Analysis,10.1007/s10515-025-00562-0
10.1145/3663533.3664042,https://openalex.org/W4400484631,Graph Neural Network vs. Large Language Model: A Comparative Analysis for Bug Report Priority and Severity Prediction,10.1145/3756681.3756994
10.1145/3663533.3664042,https://openalex.org/W4400484631,Graph Neural Network vs. Large Language Model: A Comparative Analysis for Bug Report Priority and Severity Prediction,10.1145/3756681.3756995
10.1145/3663533.3664042,https://openalex.org/W4400484631,Graph Neural Network vs. Large Language Model: A Comparative Analysis for Bug Report Priority and Severity Prediction,10.1007/s13198-025-03106-7
10.1145/3663533.3664042,https://openalex.org/W4400484631,Graph Neural Network vs. Large Language Model: A Comparative Analysis for Bug Report Priority and Severity Prediction,10.3390/info17010073
10.1007/s10664-024-10491-3,https://openalex.org/W4399687308,A Multi-solution Study on GDPR AI-enabled Completeness Checking of DPAs,10.1109/re59067.2024.00065
10.1007/s10664-024-10491-3,https://openalex.org/W4399687308,A Multi-solution Study on GDPR AI-enabled Completeness Checking of DPAs,10.1109/re59067.2024.00051
10.1007/s10664-024-10491-3,https://openalex.org/W4399687308,A Multi-solution Study on GDPR AI-enabled Completeness Checking of DPAs,10.3390/fi17040151
10.1007/s10664-024-10491-3,https://openalex.org/W4399687308,A Multi-solution Study on GDPR AI-enabled Completeness Checking of DPAs,10.1007/s10664-025-10619-z
10.1007/s10664-024-10491-3,https://openalex.org/W4399687308,A Multi-solution Study on GDPR AI-enabled Completeness Checking of DPAs,10.3390/fi16120459
10.1007/s10664-024-10491-3,https://openalex.org/W4399687308,A Multi-solution Study on GDPR AI-enabled Completeness Checking of DPAs,10.1007/s00146-025-02741-9
10.1007/s10664-024-10491-3,https://openalex.org/W4399687308,A Multi-solution Study on GDPR AI-enabled Completeness Checking of DPAs,10.1007/978-3-032-04200-2_26
10.1007/s10664-024-10491-3,https://openalex.org/W4399687308,A Multi-solution Study on GDPR AI-enabled Completeness Checking of DPAs,10.1109/re63999.2025.00038
10.1007/s10664-024-10491-3,https://openalex.org/W4399687308,A Multi-solution Study on GDPR AI-enabled Completeness Checking of DPAs,10.1016/j.clsr.2025.106187
10.1007/s10664-024-10491-3,https://openalex.org/W4399687308,A Multi-solution Study on GDPR AI-enabled Completeness Checking of DPAs,10.1109/ijcnn64981.2025.11229064
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/icse-fose59343.2023.00008
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.3390/fi16060180
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/sse62657.2024.00046
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1007/978-3-031-73143-3_16
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.3389/fcomp.2025.1519437
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1016/j.infsof.2025.107697
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.3390/software4030014
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/icsme58944.2024.00075
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1145/3643991.3644922
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/re59067.2024.00044
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/southeastcon52093.2024.10500073
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/rew61692.2024.00006
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1049/sfw2/6714956
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.5753/wei.2024.2577
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/icmla61862.2024.00064
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1007/978-3-031-78386-9_3
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/fie61694.2024.10892858
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1007/978-3-031-88531-0_19
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1007/978-3-031-94590-8_16
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/compsac65507.2025.00155
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1007/978-3-032-04200-2_26
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.21203/rs.3.rs-4191646/v1
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1145/3650105
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1145/3691620.3695302
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/icoco62848.2024.10928262
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1007/978-981-96-8725-1_15
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/dessert65323.2024.11122187
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1142/s179396232550059x
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/iccci65070.2025.11158389
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/tse.2025.3613507
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/re63999.2025.00020
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/re63999.2025.00015
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.3390/computers14100429
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/rew66121.2025.00020
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1007/978-981-95-4213-0_11
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1016/j.jss.2025.112709
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.2139/ssrn.5845431
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.2139/ssrn.5845438
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1145/3756681.3756992
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/cascon66301.2025.00076
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1109/access.2026.3658339
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1016/j.sciaf.2026.e03275
10.1007/s00766-024-00416-3,https://openalex.org/W4393142189,Improving requirements completeness: automated assistance through large language models,10.1007/978-981-95-7081-2_16
10.1109/cascon62161.2024.10837905,https://openalex.org/W4406499752,Anaphora Resolution in Software Requirements Engineering: A Comparison of Generative NLP Pipelines and Encoder-Based Models,10.1109/icsme64153.2025.00063
10.1109/cascon62161.2024.10837905,https://openalex.org/W4406499752,Anaphora Resolution in Software Requirements Engineering: A Comparison of Generative NLP Pipelines and Encoder-Based Models,10.1002/smr.70041
10.1109/qrs-c63300.2024.00151,https://openalex.org/W4403864753,The Application of LLMs in the Analysis and Modeling of Software Requirements,10.1109/sse67621.2025.00016
10.1109/qrs-c63300.2024.00151,https://openalex.org/W4403864753,The Application of LLMs in the Analysis and Modeling of Software Requirements,10.1109/fllm67465.2025.11390990
10.1109/qrs62785.2024.00029,https://openalex.org/W4402897118,Learning from Failures: Translation of Natural Language Requirements into Linear Temporal Logic with Large Language Models,10.1007/978-3-031-99946-8_2
10.1109/qrs62785.2024.00029,https://openalex.org/W4402897118,Learning from Failures: Translation of Natural Language Requirements into Linear Temporal Logic with Large Language Models,10.1007/978-981-95-4213-0_6
10.1109/qrs62785.2024.00029,https://openalex.org/W4402897118,Learning from Failures: Translation of Natural Language Requirements into Linear Temporal Logic with Large Language Models,10.1145/3785411
10.1109/qrs62785.2024.00029,https://openalex.org/W4402897118,Learning from Failures: Translation of Natural Language Requirements into Linear Temporal Logic with Large Language Models,10.1109/ase63991.2025.00104
10.1109/qrs62785.2024.00032,https://openalex.org/W4402896940,Evaluating OpenAI Large Language Models for Generating Logical Abstractions of Technical Requirements Documents,10.1109/access.2025.3608650
10.1109/qrs62785.2024.00032,https://openalex.org/W4402896940,Evaluating OpenAI Large Language Models for Generating Logical Abstractions of Technical Requirements Documents,10.1609/aaaiss.v5i1.35556
10.1109/qrs62785.2024.00032,https://openalex.org/W4402896940,Evaluating OpenAI Large Language Models for Generating Logical Abstractions of Technical Requirements Documents,10.1109/tkde.2025.3612217
10.1109/re59067.2024.00045,https://openalex.org/W4401720038,Interlinking User Stories and GUI Prototyping: A Semi-Automatic LLM-Based Approach,10.1109/oncon62778.2024.10931625
10.1109/re59067.2024.00045,https://openalex.org/W4401720038,Interlinking User Stories and GUI Prototyping: A Semi-Automatic LLM-Based Approach,10.1145/3706598.3713932
10.1109/re59067.2024.00045,https://openalex.org/W4401720038,Interlinking User Stories and GUI Prototyping: A Semi-Automatic LLM-Based Approach,10.1109/icse-companion66252.2025.00010
10.1109/re59067.2024.00045,https://openalex.org/W4401720038,Interlinking User Stories and GUI Prototyping: A Semi-Automatic LLM-Based Approach,10.1109/icsr66718.2025.00009
10.1109/re59067.2024.00045,https://openalex.org/W4401720038,Interlinking User Stories and GUI Prototyping: A Semi-Automatic LLM-Based Approach,10.5753/sast.2025.13852
10.1109/re59067.2024.00045,https://openalex.org/W4401720038,Interlinking User Stories and GUI Prototyping: A Semi-Automatic LLM-Based Approach,10.1109/re63999.2025.00064
10.1109/re59067.2024.00045,https://openalex.org/W4401720038,Interlinking User Stories and GUI Prototyping: A Semi-Automatic LLM-Based Approach,10.1109/ase63991.2025.00373
10.1109/re59067.2024.00028,https://openalex.org/W4401719913,Utilizing Process Models in the Requirements Engineering Process Through Model2Text Transformation,10.1007/978-3-031-96559-3_11
10.1109/re59067.2024.00028,https://openalex.org/W4401719913,Utilizing Process Models in the Requirements Engineering Process Through Model2Text Transformation,10.21203/rs.3.rs-7754037/v1
10.1109/re59067.2024.00028,https://openalex.org/W4401719913,Utilizing Process Models in the Requirements Engineering Process Through Model2Text Transformation,10.5753/jis.2026.5371
10.1109/re59067.2024.00014,https://openalex.org/W4401719564,Deriving Domain Models From User Stories: Human vs. Machines,10.1007/s00766-025-00442-9
10.1109/re59067.2024.00014,https://openalex.org/W4401719564,Deriving Domain Models From User Stories: Human vs. Machines,10.1109/re59067.2024.00014
10.1109/re59067.2024.00014,https://openalex.org/W4401719564,Deriving Domain Models From User Stories: Human vs. Machines,10.1109/icpads67057.2025.11323031
10.1145/3643991.3644922,https://openalex.org/W4401352093,Supporting High-Level to Low-Level Requirements Coverage Reviewing with Large Language Models,10.1145/3686803
10.1145/3643991.3644922,https://openalex.org/W4401352093,Supporting High-Level to Low-Level Requirements Coverage Reviewing with Large Language Models,10.1109/tse.2025.3572094
10.1145/3643991.3644922,https://openalex.org/W4401352093,Supporting High-Level to Low-Level Requirements Coverage Reviewing with Large Language Models,10.1109/oncon62778.2024.10931625
10.1145/3643991.3644922,https://openalex.org/W4401352093,Supporting High-Level to Low-Level Requirements Coverage Reviewing with Large Language Models,10.1007/978-3-031-88531-0_27
10.1145/3643991.3644922,https://openalex.org/W4401352093,Supporting High-Level to Low-Level Requirements Coverage Reviewing with Large Language Models,10.1007/978-3-032-12092-2_5
10.1145/3643991.3644922,https://openalex.org/W4401352093,Supporting High-Level to Low-Level Requirements Coverage Reviewing with Large Language Models,10.1007/978-3-032-12484-5_6
10.1109/aero58975.2024.10521022,https://openalex.org/W4396876085,NLP4ReF: Requirements Classification and Forecasting: From Model-Based Design to Large Language Models,10.3390/software4030014
10.1109/aero58975.2024.10521022,https://openalex.org/W4396876085,NLP4ReF: Requirements Classification and Forecasting: From Model-Based Design to Large Language Models,10.1007/s00607-025-01546-4
10.1109/aero58975.2024.10521022,https://openalex.org/W4396876085,NLP4ReF: Requirements Classification and Forecasting: From Model-Based Design to Large Language Models,10.1007/s10664-025-10736-9
10.1109/aero58975.2024.10521022,https://openalex.org/W4396876085,NLP4ReF: Requirements Classification and Forecasting: From Model-Based Design to Large Language Models,10.1007/s10270-025-01336-8
10.1109/aero58975.2024.10521022,https://openalex.org/W4396876085,NLP4ReF: Requirements Classification and Forecasting: From Model-Based Design to Large Language Models,10.1002/sys.70030
10.1109/aero58975.2024.10521022,https://openalex.org/W4396876085,NLP4ReF: Requirements Classification and Forecasting: From Model-Based Design to Large Language Models,10.1109/access.2026.3658339
10.1109/aero58975.2024.10521022,https://openalex.org/W4396876085,NLP4ReF: Requirements Classification and Forecasting: From Model-Based Design to Large Language Models,10.1109/smc58881.2025.11343115
10.1109/aero58975.2024.10521022,https://openalex.org/W4396876085,NLP4ReF: Requirements Classification and Forecasting: From Model-Based Design to Large Language Models,10.1134/s0361768825700604
