seed_doi,seed_openalex_id,seed_title,ref_key
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.18653/v1/2022.acl-demo
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",https://openalex.org/W4288089799
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1007/s00766-022-00384-6
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1007/s00766-022-00387-3
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1145/2984751
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.18293/seke2015
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.48550/arxiv.2211.01910
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1007/s10664-022-10243-1
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1109/re54965.2022.00017
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1145/3582432
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.48550/arxiv.2302.11382
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.33050/ccit.v16i1.2513
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1073/pnas.2305016120
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1109/rew57809.2023.00015
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1162/tacl_a_00681
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1016/j.infsof.2024.107644
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.47852/bonviewjdsis4202964
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.5220/0000189300003928
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",https://openalex.org/W6996575263
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",https://openalex.org/W7027696804
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,https://openalex.org/W434360723
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1038/323533a0
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.2307/2530946
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1613/jair.2934
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1214/aos/1013203451
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.48550/arxiv.1302.4964
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/tcsi.2013.2283691
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1006/jcss.1997.1504
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1007/s10270-014-0431-3
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1080/01621459.1989.10478752
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1016/s0016-0032(96)00063-4
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1016/j.knosys.2010.03.011
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1007/s10796-011-9314-0
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1007/s007660200002
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/tcad.2014.2307002
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/tit.1967.1053964
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1002/wics.101
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1016/j.ipm.2004.11.007
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/re14824.2009
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1145/2939672.2939785
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1016/j.csi.2016.03.002
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,https://openalex.org/W2340270399
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,https://openalex.org/W2515239084
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/tdsc.2017.2723891
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,https://openalex.org/W2768348081
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1134/s0361768818050079
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/tc.2018.2815605
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1111/j.2517-6161.1958.tb00292.x
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1023/a:1010933404324
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1145/3183399.3183408
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/access.2020.2979468
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/tcsi.2020.2992747
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,https://openalex.org/W3097403316
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1142/s0218488521500197
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.32604/iasc.2022.023750
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1088/1757-899x/1231/1/011001
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,https://openalex.org/W4211049957
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/mwscas42015.2018
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1145/1852786
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1007/bf00994018
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/vst44632.2018
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/dft11806.2006
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/tr.2022.3216014
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.2139/ssrn.4328068
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1017/pan.2023.7
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.21428/594757db.8702fa2f
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1016/j.jksuci.2023.101665
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/compsac57700.2023
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.29322/ijsrp.13.08.2023.p14015
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1002/9781119137252.ch3
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.21203/rs.3.rs-3442526/v1
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/norcas58970.2023
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1038/s41598-023-47295-2
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/qrs-c60940.2023
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/tcsi.2024.3384414
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1145/3658669
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1007/s10515-024-00452-x
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/rew61692.2024
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/rew61692.2024.00025
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1109/re59067.2024
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.1016/j.heliyon.2024.e36729
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.32920/26866606.v1
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.3389/frai.2024.1481581
10.1016/j.eswa.2025.128684,https://openalex.org/W4411520163,PassionNet: An innovative framework for duplicate and conflicting requirements identification,10.48550/arxiv.1603.02754
10.1145/3696630.3728560,https://openalex.org/W4412703855,Evaluating Large Language Models for Requirements Question Answering in Industrial Aerospace Software,10.1007/s10270-012-0237-0
10.1145/3696630.3728560,https://openalex.org/W4412703855,Evaluating Large Language Models for Requirements Question Answering in Industrial Aerospace Software,10.1016/j.yadr.2006.07.002
10.1145/3696630.3728560,https://openalex.org/W4412703855,Evaluating Large Language Models for Requirements Question Answering in Industrial Aerospace Software,10.1016/j.procir.2014.07.127
10.1145/3696630.3728560,https://openalex.org/W4412703855,Evaluating Large Language Models for Requirements Question Answering in Industrial Aerospace Software,10.1145/3551349
10.1145/3696630.3728560,https://openalex.org/W4412703855,Evaluating Large Language Models for Requirements Question Answering in Industrial Aerospace Software,10.1109/aero50100.2021
10.1145/3696630.3728560,https://openalex.org/W4412703855,Evaluating Large Language Models for Requirements Question Answering in Industrial Aerospace Software,10.1145/2786805
10.1145/3696630.3728560,https://openalex.org/W4412703855,Evaluating Large Language Models for Requirements Question Answering in Industrial Aerospace Software,10.1109/sequen.1997.666897
10.1145/3696630.3728560,https://openalex.org/W4412703855,Evaluating Large Language Models for Requirements Question Answering in Industrial Aerospace Software,10.1145/3540250
10.1145/3696630.3728560,https://openalex.org/W4412703855,Evaluating Large Language Models for Requirements Question Answering in Industrial Aerospace Software,10.1002/widm.1482
10.1145/3696630.3728560,https://openalex.org/W4412703855,Evaluating Large Language Models for Requirements Question Answering in Industrial Aerospace Software,10.3390/aerospace10030279
10.1145/3696630.3728560,https://openalex.org/W4412703855,Evaluating Large Language Models for Requirements Question Answering in Industrial Aerospace Software,10.48550/arxiv.2306.05685
10.1145/3696630.3728560,https://openalex.org/W4412703855,Evaluating Large Language Models for Requirements Question Answering in Industrial Aerospace Software,10.18653/v1/2023.acl-srw.49
10.1145/3696630.3728560,https://openalex.org/W4412703855,Evaluating Large Language Models for Requirements Question Answering in Industrial Aerospace Software,10.1007/978-3-031-55642-5
10.1145/3696630.3728560,https://openalex.org/W4412703855,Evaluating Large Language Models for Requirements Question Answering in Industrial Aerospace Software,10.18653/v1/2024.findings-naacl.149
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1007/978-3-642-37395-4_2
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1023/a:1022916028950
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1145/2699697
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1080/00220973.1993.9943832
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1016/j.patcog.2015.03.009
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1007/s10515-006-5468-2
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1111/1467-8721.ep10768783
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1080/03610918.2014.931971
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1109/rcis.2012.6240428
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1109/52.268955
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1109/re.2015.7320415
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1017/s1351324996001337
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1007/s00766-010-0111-y
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1016/s0950-5849(03)00100-9
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1145/2976767.2976769
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1109/re.2016.40
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1007/s00766-017-0270-1
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1007/s10664-018-9596-7
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1007/978-3-319-77243-1_8
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1145/3293454
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.17632/7zbk8zsd8y.1
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1016/j.infsof.2020.106484
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1145/3444689
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1007/s10664-021-09986-0
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1007/s10270-021-00929-3
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1007/s10270-021-00942-6
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1016/j.infsof.2022.106824
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1007/s00766-022-00372-w
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1007/978-3-030-98464-9_11
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1007/978-3-642-29044-2
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.11613/bm.2012.031
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1007/s10664-022-10243-1
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1007/s10270-023-01105-5
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1109/rew57809.2023.00017
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1109/mis.2023.3305862
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1109/models-c59198.2023.00096
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1109/re59067.2024.00014
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.1145/3695988
10.1007/s00766-025-00442-9,https://openalex.org/W4409723137,Leveraging machines to derive domain models from user stories,10.5281/zenodo.15223349
10.1016/j.jss.2025.112355,https://openalex.org/W4406822256,Mining user privacy concern topics from app reviews,10.4135/9781071802878
10.1016/j.jss.2025.112355,https://openalex.org/W4406822256,Mining user privacy concern topics from app reviews,10.1145/2684822.2685324
10.1016/j.jss.2025.112355,https://openalex.org/W4406822256,Mining user privacy concern topics from app reviews,10.1109/jsyst.2013.2260092
