Source,ID,Authors,Title,Year,Source title,Cited by,DOI,Abstract,Done?,IC1 - LLM4RE,IC2 - Dataset,EC1 - Paper public,EC2 - Dataset public,Comments,,
Scopus,P058,"T., Hey, Tobias; D., Fuchß, Dominik; J., Keim, Jan; A., Koziolek, Anne",Requirements Traceability Link Recovery via Retrieval-Augmented Generation,2025,Lecture Notes in Computer Science,0,10.1007/978-3-031-88531-0_27,"[Context and Motivation] In software development, various interrelated artifacts are created. Access to information on the relation between these artifacts eases understanding of the system and enables tasks such as change impact and software reusability analyses. Manual trace link creation is labor-intensive and costly, and thus is often missing in projects. Automation could enhance the development and maintenance efficiency. [Question/Problem] Current methods for automatically recovering traceability links between different types of requirements do not achieve the necessary performance to be applied in practice, or require pre-existing links for machine learning. [Principal Ideas and Results] We propose to address this limitation by leveraging large language models (LLMs) with retrieval-augmented generation (RAG) for inter-requirements traceability link recovery. In an empirical evaluation on six benchmark datasets, we show that chain-of-thought prompting can be beneficial, open-source models perform comparably to proprietary ones, and that the approach can outperform state-of-the-art and baseline approaches. [Contribution] This work presents an approach for inter-requirements traceability link recovery using RAG and provides the first empirical evidence of its performance. © 2025 Elsevier B.V., All rights reserved.",TRUE,TRUE,TRUE,FALSE,FALSE,,,
Scopus,P059,"M., Boukhlif, Mohamed; N., Kharmoum, Nassim; M., Hanine, Mohamed; S.N., Lagmiri, Souad Najoua",Using LLMs to Analyze Software Requirements for Software Testing: A Comparative Study,2025,Lecture Notes in Networks and Systems,0,10.1007/978-3-031-86698-2_37,"The precision and clarity of Software Requirements (SR) are crucial for effective software testing and successful project delivery. Traditional methods of SR analysis, while effective, often demand substantial manual effort and are susceptible to human error. Recent advancements in Natural Language Processing (NLP), particularly with the development of Large Language Models (LLMs), present new opportunities for automating and enhancing the analysis of SRS documents. This paper presents a comparative study on the application of LLMs in analyzing SR for the purpose of improving software testing processes. Our research investigates the capabilities of LLMs in identifying ambiguities, inconsistencies, and gaps in SR documents, which are critical factors influencing the efficacy of software testing. We compare the performance of LLMs against conventional SRS analysis techniques, focusing on key metrics such as precision, recall, and the ability to generate actionable insights. The results of our study indicate that LLMs significantly enhance the accuracy and efficiency of SR analysis. LLMs demonstrated a high precision rate in detecting ambiguous terms and phrases, often suggesting clarifications that align closely with expert recommendations. Moreover, LLMs effectively identified inconsistencies within and across requirement documents, uncovering potential conflicts and redundancies that might be overlooked by traditional methods. These capabilities are particularly beneficial for improving the quality of test cases derived from SR, thereby enhancing the overall software testing process. In addition to performance metrics, the study explores the practical implications of integrating LLM-based analysis into existing software testing workflows. Factors such as scalability, cost-effectiveness, and the learning curve for practitioners are examined. However, the study also acknowledges the challenges and limitations associated with LLM adoption, including issues related to the interpretability of LLM outputs and the necessity for extensive domain-specific training data. Potential solutions and directions for future research are discussed to address these challenges. © 2025 Elsevier B.V., All rights reserved.",TRUE,TRUE,TRUE,FALSE,TRUE,,,
Scopus,P060,"E., Al Nama, Entesar; M., Mahmud, Maqsood",Building the Blueprint for AI-Powered Compliance Checking: Analyzing ChatGPT-4 & Gemini by Question Category in Engineering Regulations,2025,Lecture Notes in Civil Engineering,0,10.1007/978-3-031-87364-5_25,"This paper forms a part of an in progress PhD research, exploring the transformative potential of question-and-answer (Q&A) models within the context the law that regulats the practice of engineering professions (law) in the Kingdom of Bahrain. Driven by recent advancements in Machine Learning (ML) and large language models like ChatGPT-4 and Gemini. Q&A systems offer exceptional promise to improve access to crucial regulatory information and empower informed decision-making for engineers. The researchers delve into the history of Q&A models and the key role of word transformation and embeddings in their accuracy. By analyzing data pertaining to regulatory requirements outlined in the aforementioned law, the researchers conducted a comprehensive comparison of Chat GPT-4 and Gemini focusing on five user-relevant question types: factual, critical thinking, hypothetical, open-ended, and comparison. The performance analysis of ChatGPT-4 and Gemini across different question types indicates that both models performed effectively in factual questions. ChatGPT-4 achieved 93.6% correct answers, with 4.3% partially correct, while Gemini achieved 89.4% correct and 6.4% partially correct. In critical thinking tasks, ChatGPT-4 demonstrated higher accuracy, with 93.6% correct answers, compared to Gemini's 89.3% correct. For hypothetical scenarios, both models performed well, with ChatGPT-4 at 91.5% correct and Gemini at 87.2%. In open-ended discussions, ChatGPT-4 achieved 100% accuracy, whereas Gemini had 89.4% correct. However, both models showed room for improvement in conducting full comparisons. Further analysis of these partially correct responses will provide deeper insights into model performance and areas for improvement. Based on these results, the researchers argue for the strategic choice of fine-tuning ChatGPT-4 for a Q&A model tailored to supporting engineers in navigating the intricacies of the law and empower them with deeper insights into regulatory compliance, nuanced perspectives on applying legal mandates, and improved decision-making throughout their professional practice. This research marks a significant step in harnessing the power of AI for improved knowledge access and informed decision-making within the specific domain of engineering regulations in Bahrain. Further research recommends exploring domain-specific fine-tuning techniques and integration with collaborative platforms holds immense potential for unlocking the full potential of AI in streamlining compliance processes and enhancing overall efficiency within the engineering profession. Large Language Models (LLMs) can be leveraged to create a Q&A model for Engineering Regulations. One way to achieve this is by converting natural language (NL) requirements into machine-readable requirements using LLMs. This can be accomplished by creating a requirements table from free-form NL requirements and identifying boilerplate templates for different types of requirements based on linguistic patterns. By utilizing these language models together, the standardization of requirements can be achieved. To demonstrate the effectiveness of this approach, the researchers employed requirements from the law, with respect to regulating the practice of engineering professions in the Kingdom of Bahrain. © 2025 Elsevier B.V., All rights reserved.",TRUE,TRUE,TRUE,TRUE,FALSE,,,
Scopus,P061,"H., Zhou, Hao; C., Hu, Chengming; D., Yuan, Dun; Y., Yuan, Ye; D., Wu, Di; X., Chen, Xi; H., Tabassum, Hina; X.S., Liu, Xue Steve",Large Language Models for Wireless Networks: An Overview from the Prompt Engineering Perspective,2025,IEEE Wireless Communications,1,10.1109/MWC.001.2400384,"Recently, large language models (LLMs) have been successfully applied to many fields, showing outstanding comprehension and reasoning capabilities. Despite their great potential, LLMs usually require dedicated pretraining and fine-tuning for domain-specific applications such as wireless networks. These adaptations can be extremely demanding for computational resources and datasets, while most network devices have limited computation power, and there are a limited number of high-quality networking datasets. To this end, this work explores LLM-enabled wireless networks from the prompt engineering perspective, that is, designing prompts to guide LLMs to generate desired output without updating LLM parameters. Compared with other LLM-driven methods, prompt engineering can better align with the demands of wireless network devices, for example, higher deployment flexibility, rapid response time, and lower requirements on computation power. In particular, this work first introduces LLM fundamentals and compares different prompting techniques such as in-context learning, chain-of-thought, and self-refinement. Then we propose two novel prompting schemes for network applications: iterative prompting for network optimization, and self-refined prompting for network prediction. The case studies show that the proposed schemes can achieve comparable performance as conventional machine learning techniques, and our proposed prompting-based methods avoid the complexity of dedicated model training and fine-tuning, which is one of the key bottlenecks of existing machine learning techniques. © 2025 Elsevier B.V., All rights reserved.",TRUE,FALSE,TRUE,FALSE,FALSE,,,
Scopus,P062,"C., Aishwarya, Ch; T.P., Shekokar, Tanay Praveen; K., Naga Mukesh, Konatham; M., Venkatesan, Meenakshisundaram; P., Prabhavathy, Panneer",Grapevine SDLC Model for Real-Time Fake News Classification,2025,Communications in Computer and Information Science,0,10.1007/978-3-031-83796-8_15,"In an era of rapid information distribution, the presence of fake news presents enormous difficulties to society, influencing public opinion and decision-making on a global scale. To address this issue, a reliable and efficient system capable of detecting and classifying fake news in real time must be developed. This project proposes the design and implementation of a specialized Software Development Life Cycle (SDLC) model, called the Grapevine SDLC, specifically designed for developing a real-time fake news classifier using Large Language Models (LLMs) and Apache Kafka. The Grapevine SDLC takes a methodical, iterative approach, starting with a thorough requirements analysis that identifies both system capabilities and limitations. During the design and development phase, the system architecture is crafted with a focus on scalability and real-time processing, integrating LLMs for highly accurate content analysis and categorization. Kafka’s distributed messaging platform ensures seamless and efficient data streaming, enabling the system to handle large volumes of data in real time. Further, the model includes continuous monitoring and feedback loops to improve detection accuracy and adapt to evolving fake news patterns. © 2025 Elsevier B.V., All rights reserved.",TRUE,FALSE,TRUE,FALSE,FALSE,,,
Scopus,P063,"Z., Zhao, Zelong; N., Zhang, Nan; B., Yu, Bin; Z., Duan, Zhenhua",Generating Java code pairing with ChatGPT,2024,Theoretical Computer Science,2,10.1016/j.tcs.2024.114879,"The Large Language Models (LLMs) like ChatGPT 3.5 have created a new era of automatic code generation. However, the existing research primarily focuses on generating simple code based on datasets (such as HumanEval, etc.). Most of approaches pay less attention to complex and practical code generation. Therefore, in this paper, we propose a new approach called “Xd-CodeGen” which can be used to generate large scale Java code. This approach is composed of four phases: requirement analysis, modeling, code generation, and code verification. In the requirement analysis phase, ChatGPT 3.5 is utilized to decompose and restate user requirements. To do so, a knowledge graph is developed to describe entities and their relationship in detail. Further, Propositional Projection Temporal Logic (PPTL) formulas are employed to define the properties of requirements. In the modeling phase, we use knowledge graphs to enhance prompts and generate UML class and activity diagrams for each sub-requirement using ChatGPT 3.5. In the code generation phase, based on established UML models, we make use of prompt engineering and knowledge graph to generate Java code. In the code verification phase, a runtime verification at code level approach is employed to verify generated Java code. Finally, we apply the proposed approach to develop a practical Java web project. © 2024 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P064,"R., Ramirez-Rueda, Rolando; E., Benítez-Guerrero, Edgard; C., Mezura-Godoy, Carmen; E., Bárcenas, Everardo",A Systematic Literature Review of 10 years of Research on Program Synthesis and Natural Language Processing,2024,Programming and Computer Software,1,10.1134/S0361768824700737,"Abstract: Program synthesis is the process of automatically generating software from a requirement specification. This paper presents a systematic literature review focused on program synthesis from specifications expressed in natural language. The research problem centers on the complexity of automatically generating accurate and robust code from high-level, ambiguous natural language descriptions – a barrier that limits the broader adoption of automatic code generation in software development. To address this issue, the study systematically examines research published between 2014 and 2024, focusing on works that explore various approaches to program synthesis from natural language inputs. The review follows a rigorous methodology, incorporating search strings tailored to capture relevant studies from five major data sources: IEEE, ACM, Springer, Elsevier, and MDPI. The selection process applied strict inclusion and exclusion criteria, resulting in a final set of 20 high-quality studies. The findings reveal significant advancements in the field, particularly in the integration of large language models (LLMs) with program synthesis techniques. The review also highlights the challenges and concludes by outlining key trends and proposing future research directions aimed at overcoming these challenges and expanding the applicability of program synthesis across various domains. © 2025 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P065,"F., Bozyigit, Fatma; T., Bardakci, Tolgahan; A., Khalilipour, Alireza; M., Challenger, Moharram; G.J., Ramackers, Guus J.; Ö., Babur, Önder; M.R., Chaudron, Michel R.V.",Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,2024,Software and Systems Modeling,8,10.1007/s10270-024-01176-y,"Software requirements specification describes users’ needs and expectations on some target system. Requirements documents are typically represented by unstructured natural language text. Such texts are the basis for the various subsequent activities in software development, such as software analysis and design. As part of software analysis, domain models are made that describe the key concepts and relations between them. Since the analysis process is performed manually by business analysts, it is time-consuming and may introduce mistakes. Recently, researchers have worked toward automating the synthesis of domain models from textual software requirements. Current studies on this topic have limitations in terms of the volume and heterogeneity of experimental datasets. To remedy this, we provide a curated dataset of software requirements to be utilized as a benchmark by algorithms that transform textual requirements documents into domain models. We present a detailed evaluation of two text-to-model approaches: one based on a large-language model (ChatGPT) and one building on grammatical rules (txt2Model). Our evaluation reveals that both tools yield promising results with relatively high F-scores for modeling the classes, attributes, methods, and relationships, with txt2Model performing better than ChatGPT on average. Both tools have relatively lower performance and high variance when it comes to the relation types. We believe our dataset and experimental evaluation pave to way to advance the field of automated model generation from requirements. © 2024 Elsevier B.V., All rights reserved.",TRUE,TRUE,TRUE,FALSE,FALSE,,,
Scopus,P066,"J., Li, Jia; Y., Zhao, Yunfei; Y., Li, Yongmin; G., LI, Ge; Z., Jin, Zhi",AceCoder: An Effective Prompting Technique Specialized in Code Generation,2024,ACM Transactions on Software Engineering and Methodology,12,10.1145/3675395,"Large language models (LLMs) have shown great success in code generation. LLMs take as the input a prompt and output the code. How to make prompts (i.e., Prompting Techniques) is a key question. Existing prompting techniques are designed for natural language generation and have low accuracy in code generation. In this article, we propose a new prompting technique named AceCoder. Our motivation is that code generation meets two unique challenges (i.e., requirement understanding and code implementation). AceCoder contains two novel mechanisms (i.e., guided code generation and example retrieval) to solve these challenges. ¶ Guided code generation asks LLMs first to analyze requirements and output an intermediate preliminary (e.g., test cases). The preliminary clarifies requirements and tells LLMs “what to write.” · Example retrieval selects similar programs as examples in prompts, which provide lots of relevant content (e.g., algorithms, APIs) and teach LLMs “how to write.” We apply AceCoder to four LLMs (e.g., GPT-3.5, CodeGeeX) and evaluate it on three public benchmarks using the Pass@. Results show that AceCoder can significantly improve the performance of LLMs on code generation. In terms of Pass@1, AceCoder outperforms the SOTA baseline by up to 56.4% in MBPP, 70.7% in MBJP, and 88.4% in MBJSP. AceCoder is effective in LLMs with different sizes (i.e., 6B–13B) and different languages (i.e., Python, Java, and JavaScript). Human evaluation shows human developers prefer programs from AceCoder. © 2024 Elsevier B.V., All rights reserved.",TRUE,FALSE,TRUE,FALSE,FALSE,,,
Scopus,P067,"T., Nakata, Takuya; M., Nakamura, Masahide; S., Chen, Sinan; S.S., Saiki, Sachio S.",Needs Companion: A Novel Approach to Continuous User Needs Sensing Using Virtual Agents and Large Language Models,2024,Sensors,0,10.3390/s24216814,"In today’s world, services are essential in daily life, and identifying each person’s unique needs is key to creating a human-centered society. Traditional research has used machine learning to recommend services based on user behavior logs without directly detecting individual needs. This study introduces a system called Needs Companion, which automatically detects individual service needs, laying the groundwork for accurate needs sensing. The system defines a needs data model based on the 6W1H framework, uses virtual agents for needs elicitation, and applies large language models (LLMs) to analyze and automatically extract needs. Experiments showed that the system could detect needs accurately and quickly. This research provides interpretable data for personalized services and contributes to fields like machine learning, human-centered design, and requirements engineering. © 2024 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P068,"Y., Li, Yishu; J.W., Keung, Jacky Wai; Z., Yang, Zhen; X., Ma, Xiaoxue; J., Zhang, Jingyu; S., Liu, Shuo",SimAC: simulating agile collaboration to generate acceptance criteria in user story elaboration,2024,Automated Software Engineering,2,10.1007/s10515-024-00448-7,"In agile requirements engineering, Generating Acceptance Criteria (GAC) to elaborate user stories plays a pivotal role in the sprint planning phase, which provides a reference for delivering functional solutions. GAC requires extensive collaboration and human involvement. However, the lack of labeled datasets tailored for User Story attached with Acceptance Criteria (US-AC) poses significant challenges for supervised learning techniques attempting to automate this process. Recent advancements in Large Language Models (LLMs) have showcased their remarkable text-generation capabilities, bypassing the need for supervised fine-tuning. Consequently, LLMs offer the potential to overcome the above challenge. Motivated by this, we propose SimAC, a framework leveraging LLMs to simulate agile collaboration, with three distinct role groups: requirement analyst, quality analyst, and others. Initiated by role-based prompts, LLMs act in these roles sequentially, following a create-update-update paradigm in GAC. Owing to the unavailability of ground truths, we invited practitioners to build a gold standard serving as a benchmark to evaluate the completeness and validity of auto-generated US-AC against human-crafted ones. Additionally, we invited eight experienced agile practitioners to evaluate the quality of US-AC using the INVEST framework. The results demonstrate consistent improvements across all tested LLMs, including the LLaMA and GPT-3.5 series. Notably, SimAC significantly enhances the ability of gpt-3.5-turbo in GAC, achieving improvements of 29.48% in completeness and 15.56% in validity, along with the highest INVEST satisfaction score of 3.21/4. Furthermore, this study also provides case studies to illustrate SimAC’s effectiveness and limitations, shedding light on the potential of LLMs in automated agile requirements engineering. © 2024 Elsevier B.V., All rights reserved.",TRUE,TRUE,TRUE,FALSE,TRUE,"They claim the dataset is available, but it's not",,
Scopus,P069,"A.E., Gärtner, Alexander Elenga; D., Göhlich, Dietmar",Automated requirement contradiction detection through formal logic and LLMs,2024,Automated Software Engineering,7,10.1007/s10515-024-00452-x,"This paper introduces ALICE (Automated Logic for Identifying Contradictions in Engineering), a novel automated contradiction detection system tailored for formal requirements expressed in controlled natural language. By integrating formal logic with advanced large language models (LLMs), ALICE represents a significant leap forward in identifying and classifying contradictions within requirements documents. Our methodology, grounded on an expanded taxonomy of contradictions, employs a decision tree model addressing seven critical questions to ascertain the presence and type of contradictions. A pivotal achievement of our research is demonstrated through a comparative study, where ALICE’s performance markedly surpasses that of an LLM-only approach by detecting 60% of all contradictions. ALICE achieves a higher accuracy and recall rate, showcasing its efficacy in processing real-world, complex requirement datasets. Furthermore, the successful application of ALICE to real-world datasets validates its practical applicability and scalability. This work not only advances the automated detection of contradictions in formal requirements but also sets a precedent for the application of AI in enhancing reasoning systems within product development. We advocate for ALICE’s scalability and adaptability, presenting it as a cornerstone for future endeavors in model customization and dataset labeling, thereby contributing a substantial foundation to requirements engineering. © 2024 Elsevier B.V., All rights reserved.",TRUE,TRUE,TRUE,FALSE,FALSE,,,
Scopus,P070,"Z., Zhao, Zheng; H., Jiang, Hongxiang; R., Zhao, Ran; B., He, Bing",Emergence of A Novel Domain Expert: A Generative AI-based Framework for Software Function Point Analysis,2024,,0,10.1145/3691620.3695293,"Estimating software functional size is a crucial initial step before development, impacting costs and timelines. This involves applying standard Function Point Analysis (FPA) to the Software Requirements Specification (SRS). However, manual analysis by Function Point (FP) analysts during the splitting of FP entries from SRS remains inefficient and costly. To address this issue, for the first time, we propose an AI-based domain expert for FPA, named FPA-EX. It employs a large language model (LLM), intelligently extracts software FP entries from SRS, providing automated support to enhance efficiency. Specifically, we construct a multi-domain FPA dataset through collecting and annotating 778 question-answer pairs related to various SRS. Based on this dataset, we present a novel densely supervised fine-tuning (DSFT) on LLM, which performs entries-level optimization over the human augmented text, ensuring precise FPs outputs. Finally, we design a ConceptAct Promting (CAP) process for correct logical reasoning. Experiments demonstrate the superior performance of FPA-EX, particularly higher than GPT3.5 by 0.491 on F1 scores. Furthermore, in practical application, FPA-EX significantly enhances the productivity of FP analysts, contributing to a shift towards more intelligent work patterns. © 2024 Elsevier B.V., All rights reserved.",TRUE,TRUE,TRUE,FALSE,FALSE,,,
Scopus,P071,"J., Wei, Jialiang; A.L., Courbis, Anne Lise; T., Lambolais, Thomas; B., Xu, Binbin; P.L., Bernard, Pierre Louis; G., Dray, Gérard; W., Maalej, Walid",Getting Inspiration for Feature Elicitation: App Store- vs. LLM-based Approach,2024,,2,10.1145/3691620.3695591,"Over the past decade, app store (AppStore)-inspired requirements elicitation has proven to be highly beneficial. Developers often explore competitors' apps to gather inspiration for new features. With the advance of Generative AI, recent studies have demonstrated the potential of large language model (LLM)-inspired requirements elicitation. LLMs can assist in this process by providing inspiration for new feature ideas. While both approaches are gaining popularity in practice, there is a lack of insight into their differences. We report on a comparative study between AppStore- and LLM-based approaches for refining features into sub-features. By manually analyzing 1,200 sub-features recommended from both approaches, we identified their benefits, challenges, and key differences. While both approaches recommend highly relevant sub-features with clear descriptions, LLMs seem more powerful particularly concerning novel unseen app scopes. Moreover, some recommended features are imaginary with unclear feasibility, which suggests the importance of a human-analyst in the elicitation loop. © 2024 Elsevier B.V., All rights reserved.",TRUE,TRUE,TRUE,FALSE,TRUE,,,
Scopus,P072,"Z., Bouhoun, Zakaria; A., Allali, Ahmed; R., Cocci, Riccardo; M.A., Assaad, Mohamad Ali; A., Plan-Con, Alexandra; F., Godest, Frederic; K., Kondratenko, Kirill; J., Rodriguez, Julien; F., Vitillo, Francesco; O., Mal-Homme, Olivier",CurieLM: Enhancing Large Language Models for Nuclear Domain Applications,2024,EPJ Web of Conferences,2,10.1051/epjconf/202430217006,"Large Language Models (LLMs), such as the Mistral model, have exhibited remarkable performance across diverse tasks. However, their efficacy in nuclear applications remains constrained by a lack of domain-specific knowledge and an inability to effectively leverage that knowledge. Nuclear-related tasks, including safety assessments and requirement analyses, pose unique challenges due to the intricate domain expertise and diverse constraints involved. To address these limitations, we introduce CurieLM, an LLM specifically tailored for the nuclear domain. CurieLM builds upon the Mistral model, enhancing its capabilities through domain-specific fine-tuning. Our team of nuclear engineers overcame the initial hurdle of accessing high-quality nuclear data, enabling CurieLM to comprehend and accurately respond to nuclear-specific instructions. This manuscript outlines the development and optimization process of CurieLM, marking a significant step toward enhancing nuclear-related natural language processing tasks. Experimental results demonstrate a 13% performance improvement over base LLMs, underscoring the effectiveness of our approach. Domain-specific LLMs like CurieLM hold a great potential across various applications, and this study sets the stage for further exploration in this emerging field. © 2024 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P073,"T., Li, Tong; X., Zhang, Xinran; Y., Wang, Yunduo; Q., Zhou, Qixiang; W., Yiting, Wang; F., Dong, Fangqi",Machine learning for requirements engineering (ML4RE): A systematic literature review complemented by practitioners’ voices from Stack Overflow,2024,Information and Software Technology,3,10.1016/j.infsof.2024.107477,"Context: The research of machine learning for requirements engineering (ML4RE) has attracted more and more attention from researchers and practitioners. Although pioneering research has shown the potential of using ML techniques to improve RE practices, there lacks a systematic and comprehensive literature review in academia that integrates an industrial perspective. Specifically, none of the reviews available in ML4RE have considered the grey literature, which is primarily from practitioner origin and is more reflective of the real issues and challenges faced in practice. Objective: In this paper, we conduct a systematic survey of academic publications in ML4RE and complement it with the practitioners’ voices from Stack Overflow to complete a comprehensive literature review. Our research objective is to provide a comprehensive view of the current research progress in ML4RE, present the main questions and challenges faced in RE practice, understand the gap between research and practice, and provide our insights into how the RE academic domain can pragmatically develop in the future. Method: We systematically investigated 207 academic papers on ML4RE from 2010 to 2022, along with 375 questions related to RE practices on Stack Overflow and their corresponding answers. Our analysis encompassed their trends, focused RE activities and tasks, employed solutions, and associated data. Finally, we conducted a joint analysis, contrasting the outcomes of both parts. Results: Based on the statistical results from collected literature, we summarize an academic roadmap and analyse the disparities, offering research recommendations. Our suggestions include the development of intelligent question-answering assistants employing large language models, the integration of machine learning into industrial tools, and the promotion of collaboration between academia and industry. Conclusion: This study contributes by providing a holistic view of ML4RE, delineating disparities between research and practice, and proposing pragmatic suggestions to bridge the academia-industry gap. © 2024 Elsevier B.V., All rights reserved.",TRUE,FALSE,TRUE,FALSE,FALSE,,,
Scopus,P074,"J., Acharya, Jagrit; G., Ginde, Gouri",Graph Neural Network vs. Large Language Model: A Comparative Analysis for Bug Report Priority and Severity Prediction,2024,,0,10.1145/3663533.3664042,"A vast number of incoming bug reports demand effective methods to identify priority and severity for bug triaging. With increased technological advancement, machine learning and deep learning have been extensively examined to address this problem. Although Large Language Models (LLMs) such as Fine-tuned BERT (early generation LLM) have proven to capture context in the underlying textual data, severity and priority prediction demand additional features for understanding the relationships with other bug reports. This work utilizes the graph-based approach to model the bug reports and their other attributes, such as component, product and bug type information. It utilizes the relational intelligence of Graph Neural Network (GNN) to address the prioritization and severity assessment of bug reports in the Bugzilla bug tracking system. Initial tests on the Mozilla project dataset indicate that a project-wise predictive approach using GNNs yields higher accuracy in determining the priority and severity of bug reports compared to LLMs across multiple Mozilla projects, contributing to a notable advancement in the automation of bug severity and priority prediction tasks. Specifically, GNNs demonstrated a remarkable improvement over LLMs, increasing the priority prediction accuracy by 37% & 30% and severity prediction accuracy by 43% & 30% for Core and Firefox projects, respectively. Overall, GNN outperformed the Fine-tuned BERT (LLM) in predicting priority and severity for all the Mozilla projects. © 2024 Elsevier B.V., All rights reserved.",TRUE,TRUE,TRUE,FALSE,FALSE,,,
Scopus,P075,"M.I., Azeem, Muhammad Ilyas; S., Abualhaija, Sallam",A Multi-solution Study on GDPR AI-enabled Completeness Checking of DPAs,2024,Empirical Software Engineering,2,10.1007/s10664-024-10491-3,"Specifying legal requirements for software systems to ensure their compliance with the applicable regulations is a major concern of requirements engineering. Personal data which is collected by an organization is often shared with other organizations to perform certain processing activities. In such cases, the General Data Protection Regulation (GDPR) requires issuing a data processing agreement (DPA) which regulates the processing and further ensures that personal data remains protected. Violating GDPR can lead to huge fines reaching to billions of Euros. Software systems involving personal data processing must adhere to the legal obligations stipulated both at a general level in GDPR as well as the obligations outlined in DPAs highlighting specific business. In other words, a DPA is yet another source from which requirements engineers can elicit legal requirements. However, the DPA must be complete according to GDPR to ensure that the elicited requirements cover the complete set of obligations. Therefore, checking the completeness of DPAs is a prerequisite step towards developing a compliant system. Analyzing DPAs with respect to GDPR entirely manually is time consuming and requires adequate legal expertise. In this paper, we propose an automation strategy that addresses the completeness checking of DPAs against GDPR provisions as a text classification problem. Specifically, we pursue ten alternative solutions which are enabled by different technologies, namely traditional machine learning, deep learning, language modeling, and few-shot learning. The goal of our work is to empirically examine how these different technologies fare in the legal domain. We computed F<inf>2</inf> score on a set of 30 real DPAs. Our evaluation shows that best-performing solutions yield F<inf>2</inf> score of 86.7% and 89.7% are based on pre-trained BERT and RoBERTa language models. Our analysis further shows that other alternative solutions based on deep learning (e.g., BiLSTM) and few-shot learning (e.g., SetFit) can achieve comparable accuracy, yet are more efficient to develop. © 2024 Elsevier B.V., All rights reserved.",TRUE,TRUE,TRUE,FALSE,FALSE,,,
Scopus,P076,"S.C., Necula, Sabina Cristiana; F., Dumitriu, Florin; V., Greavu-Șerban, Valerică",A Systematic Literature Review on Using Natural Language Processing in Software Requirements Engineering,2024,Electronics (Switzerland),13,10.3390/electronics13112055,"This systematic literature review examines the integration of natural language processing (NLP) in software requirements engineering (SRE) from 1991 to 2023. Focusing on the enhancement of software requirement processes through technological innovation, this study spans an extensive array of scholarly articles, conference papers, and key journal and conference reports, including data from Scopus, IEEE Xplore, ACM Digital Library, and Clarivate. Our methodology employs both quantitative bibliometric tools, like keyword trend analysis and thematic mapping, and qualitative content analysis to provide a robust synthesis of current trends and future directions. Reported findings underscore the essential roles of advanced computational techniques like machine learning, deep learning, and large language models in refining and automating SRE tasks. This review highlights the progressive adoption of these technologies in response to the increasing complexity of software systems, emphasizing their significant potential to enhance the accuracy and efficiency of requirement engineering practices while also pointing to the challenges of integrating artificial intelligence (AI) and NLP into existing SRE workflows. The systematic exploration of both historical contributions and emerging trends offers new insights into the dynamic interplay between technological advances and their practical applications in SRE. © 2024 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P077,"J., Walker, Johanna; E., Koutsiana, Elisavet; M., Nwachukwu, Michelle; A., Meroño-Peñuela, Albert; E.P.B., Simperl, Elena Paslaru Bontas",The Promise and Challenge of Large Language Models for Knowledge Engineering: Insights from a Hackathon,2024,,3,10.1145/3613905.3650844,"Knowledge engineering (KE) is the process of building, maintaining and using knowledge-based systems. This recently takes the form of knowledge graphs (KGs). The advent of new technologies like Large Language Models (LLMs) has the potential to improve automation in KE work due to the richness of their training data and their performance at solving natural language processing tasks.We conducted a multiple-methods study exploring user opinions and needs regarding the use of LLMs in KE.We used ethnographic techniques to observe KE workers using LLMs to solve KE tasks during a hackathon, followed by interviews with some of the participants. This interim study found that despite LLMs' promising capabilities for efficient knowledge acquisition and requirements elicitation, their effective deployment requires an extended set of capabilities and training, particularly in prompting and understanding data. LLMs can be useful for simple quality assessment tasks, but in complex scenarios, the output is hard to control and evaluation may require novel approaches. With this study, we aim to evidence the interaction of KE stakeholders with LLMs, identify areas of potential, and understand the barriers to their effective use.We find copilot approaches may be valuable in developing processes where the human or a team of humans is assisted by generative AI. © 2025 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
