Code,Name,Description,Reference,Year,URL,License,Artifact type,Granularity,RE stage,Task,Domain,Size,Languages,Labels,Extends,Publications
D032,ETCS_conflicts,Collection of requirement datasets from the ETCS project labelled with inconsistencies between requirement pairs.,"Alessandro Fantechi, Stefania Gnesi, Lucia Passaro, & Laura Semini. (2023). Supplementary material for: Inconsistency Detection in Natural Language Requirements using ChatGPT: a Preliminary Evaluation [Data set]. Zenodo. https://doi.org/10.5281/zenodo.8089810",2023,https://zenodo.org/records/8089810,Creative Commons Attribution Share Alike 4.0 International,Requirements,Pair,management,traceability,transportation,34,en,"Consistent,Inconsistent",-,P047
D033,Synthline_conflicts,"Collection of requirement datasets from three public datasets (Library,CoffeeMachine,ETCS), one collected dataset (Broker system) and one extended dataset (PROMISE)",-. (2024). Dataset for: Lessons from the Use of Natural Language Inference (NLI) in Requirements Engineering Tasks [Data set]. Zenodo. https://doi.org/10.5281/zenodo.11000349,2024,https://zenodo.org/records/11000349,Creative Commons Attribution Share Alike 4.0 International,Requirements,Pair,management,traceability,multiple,136,en,Conflicts,"D021,D030,D031,D032",P047
D034,SecReq,Collection of security requirements from three open-source software projects,"Wang, W., Mahakala, K. R., Gupta, A., Hussein, N., & Wang, Y. (2019). Data on security requirements in open-source software projects. Data in Brief, 25, 103590. https://doi.org/10.1016/j.dib.2018.12.029",2019,https://doi.org/10.1016/j.dib.2018.12.029,Creative Commons Attribution Share Alike 4.0 International,Requirements,Document,analysis,classification,software,817,en,Security,-,P048
D035,Xanthopoulou2024,Collection of requirements datasets for classification on functional and non-functional classes,"Xanthopoulou, G., Siavvas, M., Kalouptsoglou, I., & Tzovaras, D. (2024, June). Software requirements classification: From bag-of-words to transformer. https://doi.org/10.13140/RG.2.2.35146.58563",2024,https://sites.google.com/view/requirementsclassificationwith/,None,Requirements,Document,analysis,classification,multiple,3471,en,"Functional,Security,Usability,Operability,Performance,Fault Tolerance,Maintainability,Scalability,Look and Feel,Legal,Portability","D013,D021,D034",P048
D036,CM1,Cross-level requirements dataset for traceability tasks from the CM1 aerospace project,"C. Ge, T. Wang, X. Yang and C. Treude, ""Cross-Level Requirements Tracing Based on Large Language Models,"" in IEEE Transactions on Software Engineering, vol. 51, no. 7, pp. 2044-2066, July 2025, doi: 10.1109/TSE.2025.3572094.",2025,https://github.com/Gechuyan/Cross-Level-Requirements-Tracing-Based-on-Large-Language-Model/blob/main/Cross-Level%20Requirements%20Tracing%20Based%20on%20Large%20Language%20Model/Data/Original_Data/CM1Dataset.csv,None,Requirements,Pair,management,traceability,aerospace,671,en,"Positive,Negative",-,"P049,P058,P116"
D037,Modis,Cross-level requirements dataset for traceability tasks from the Modis aerospace project,"C. Ge, T. Wang, X. Yang and C. Treude, ""Cross-Level Requirements Tracing Based on Large Language Models,"" in IEEE Transactions on Software Engineering, vol. 51, no. 7, pp. 2044-2066, July 2025, doi: 10.1109/TSE.2025.3572094.",2025,https://github.com/Gechuyan/Cross-Level-Requirements-Tracing-Based-on-Large-Language-Model/blob/main/Cross-Level%20Requirements%20Tracing%20Based%20on%20Large%20Language%20Model/Data/Original_Data/ModisDataset.csv,None,Requirements,Pair,management,traceability,aerospace,49,en,"Positive,Negative",-,"P049,P058"
D038,GANTT,Cross-level requirements dataset for traceability tasks from the GANTT software project,"C. Ge, T. Wang, X. Yang and C. Treude, ""Cross-Level Requirements Tracing Based on Large Language Models,"" in IEEE Transactions on Software Engineering, vol. 51, no. 7, pp. 2044-2066, July 2025, doi: 10.1109/TSE.2025.3572094.",2025,https://github.com/Gechuyan/Cross-Level-Requirements-Tracing-Based-on-Large-Language-Model/blob/main/Cross-Level%20Requirements%20Tracing%20Based%20on%20Large%20Language%20Model/Data/Original_Data/GANNTDataset.csv,None,Requirements,Pair,management,traceability,software,204,en,"Positive,Negative",-,"P049,P058,P116"
D039,WARC,Cross-level requirements dataset for traceability tasks from the WARC healthcare project,"C. Ge, T. Wang, X. Yang and C. Treude, ""Cross-Level Requirements Tracing Based on Large Language Models,"" in IEEE Transactions on Software Engineering, vol. 51, no. 7, pp. 2044-2066, July 2025, doi: 10.1109/TSE.2025.3572094.",2025,https://github.com/Gechuyan/Cross-Level-Requirements-Tracing-Based-on-Large-Language-Model/blob/main/Cross-Level%20Requirements%20Tracing%20Based%20on%20Large%20Language%20Model/Data/Original_Data/WARC.csv,None,Requirements,Pair,management,traceability,software,256,en,"Positive,Negative",-,"P049,P058,P116"
D040,InfusionPump,Cross-level requirements dataset for traceability tasks from the InfusionPump healthcare project,"C. Ge, T. Wang, X. Yang and C. Treude, ""Cross-Level Requirements Tracing Based on Large Language Models,"" in IEEE Transactions on Software Engineering, vol. 51, no. 7, pp. 2044-2066, July 2025, doi: 10.1109/TSE.2025.3572094.",2025,https://github.com/Gechuyan/Cross-Level-Requirements-Tracing-Based-on-Large-Language-Model/blob/main/Cross-Level%20Requirements%20Tracing%20Based%20on%20Large%20Language%20Model/Data/Original_Data/InfusionPump.csv,None,Requirements,Pair,management,traceability,healthcare,165,en,"Positive,Negative",-,P049
D041,CCHIT,Cross-level requirements dataset for traceability tasks from the Certification Commission for Healthcare Information Technology healthcare project,"C. Ge, T. Wang, X. Yang and C. Treude, ""Cross-Level Requirements Tracing Based on Large Language Models,"" in IEEE Transactions on Software Engineering, vol. 51, no. 7, pp. 2044-2066, July 2025, doi: 10.1109/TSE.2025.3572094.",2025,https://github.com/Gechuyan/Cross-Level-Requirements-Tracing-Based-on-Large-Language-Model/blob/main/Cross-Level%20Requirements%20Tracing%20Based%20on%20Large%20Language%20Model/Data/Original_Data/CCHIT.csv,None,Requirements,Pair,management,traceability,healthcare,252,en,"Positive,Negative",-,"P049,P058,P116"
D042,CM1-Modis,Cross-level requirements dataset for traceability tasks from the aerospace domain,"C. Ge, T. Wang, X. Yang and C. Treude, ""Cross-Level Requirements Tracing Based on Large Language Models,"" in IEEE Transactions on Software Engineering, vol. 51, no. 7, pp. 2044-2066, July 2025, doi: 10.1109/TSE.2025.3572094.",2025,https://github.com/Gechuyan/Cross-Level-Requirements-Tracing-Based-on-Large-Language-Model/blob/main/Cross-Level%20Requirements%20Tracing%20Based%20on%20Large%20Language%20Model/Data/Original_Data/cross_project/CM1-Modis.csv,None,Requirements,Pair,management,traceability,aerospace,720,en,"Positive,Negative","D036,D037",P049
D043,GANTT-WARC,Cross-level requirements dataset for traceability tasks from the software domain,"C. Ge, T. Wang, X. Yang and C. Treude, ""Cross-Level Requirements Tracing Based on Large Language Models,"" in IEEE Transactions on Software Engineering, vol. 51, no. 7, pp. 2044-2066, July 2025, doi: 10.1109/TSE.2025.3572094.",2025,https://github.com/Gechuyan/Cross-Level-Requirements-Tracing-Based-on-Large-Language-Model/blob/main/Cross-Level%20Requirements%20Tracing%20Based%20on%20Large%20Language%20Model/Data/Original_Data/cross_project/Cross_dataset.csv,None,Requirements,Pair,management,traceability,software,460,en,"Positive,Negative","D038,D039",P049
D044,InfusionPump-CCHIT,Cross-level requirements dataset for traceability tasks from the healthcare domain,"C. Ge, T. Wang, X. Yang and C. Treude, ""Cross-Level Requirements Tracing Based on Large Language Models,"" in IEEE Transactions on Software Engineering, vol. 51, no. 7, pp. 2044-2066, July 2025, doi: 10.1109/TSE.2025.3572094.",2025,https://github.com/Gechuyan/Cross-Level-Requirements-Tracing-Based-on-Large-Language-Model/blob/main/Cross-Level%20Requirements%20Tracing%20Based%20on%20Large%20Language%20Model/Data/Original_Data/cross_project/GANNT-WARC.csv,None,Requirements,Pair,management,traceability,healthcare,417,en,"Positive,Negative","D040,D041",P049
D045,Cross-project_trace,Cross-level requirements dataset for linking high-level requirements and low-level requirements,"C. Ge, T. Wang, X. Yang and C. Treude, ""Cross-Level Requirements Tracing Based on Large Language Models,"" in IEEE Transactions on Software Engineering, vol. 51, no. 7, pp. 2044-2066, July 2025, doi: 10.1109/TSE.2025.3572094.",2025,https://github.com/Gechuyan/Cross-Level-Requirements-Tracing-Based-on-Large-Language-Model/blob/main/Cross-Level%20Requirements%20Tracing%20Based%20on%20Large%20Language%20Model/Data/Original_Data/cross_project/Cross_dataset.csv,None,Requirements,Pair,management,traceability,multiple,1597,en,"Positive,Negative","D036,D037,D038,D039,D040,D041",P049
D046,Unfair-TOS,Collection of terms-of-service (ToS) clauses from 50 ToS agreements of online platforms labelled with fair/unfair labels.,"Lippi, M., Palka, P., Contissa, G., Lagioia, F., Micklitz, H.W., Sartor, G., Torroni, P.: CLAUDETTE: an automated detector of potentially unfair clauses in online terms of service. Artificial Intelligence and Law 27(2), 117–139 (feb 2019). https://doi.org/10.1007/s10506-019-09243-2",2019,http://claudette.eui.eu/ToS.zip,None,Legal text,Sentence,analysis,classification,software,12011,en,"Fair,Unfair",-,P052
D047,LEXDEMOD,Contractual commercial requirement sentences from 23 lease contracts from the LEDGAR corpus annotated with deontic modality,"Sancheti, A., Garimella, A., Srinivasan, B. V., & Rudinger, R. (2022). Agent-specific deontic modality detection in legal language. Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing, 11563–11579. Association for Computational Linguistics. https://doi.org/10.18653/v1/2022.emnlp-main.795",2022,https://github.com/adobe-research/LexDeMod,None,Requirements,Sentence,analysis,classification,commerce,7092,en,"Obligation,Entitlement,Prohibition,Permission,No obligation,No entitlement",-,P052
D048,CQ-BEN,Competency questions (CQ) repository integrating datasets from multiple independent studies.,"Alharbi, R., de Berardinis, J., Grasso, F., Payne, T. R., & Tamma, V. (2024, November). Characteristics and desiderata for competency question benchmarks. In Proceedings of the ISWC 2024 Special Session on Harmonising Generative AI and Semantic Web Technologies",2024,https://github.com/KE-UniLiv/CQ-benchmark/,None,Questions,Sentence,elicitation,extraction,multiple,3780,en,-,-,P057
D049,Kolthoff2024,User story and GUI annotation dataset across multiple preprocessing steps,,,https://github.com/IUS-GUI-Prototyping/IUS-GUI,,,,,,,,,,,P110
D050,Rico,Mobile App Dataset for Building Data-Driven Design Applications,,,https://www.kaggle.com/datasets/onurgunes1993/rico-dataset,,,,,,,,,,,P110
D051,PET,"Although there is a long tradition of work in NLP on extracting entities and relations from text, to date there exists little work on the acquisition of business processes from unstructured data such as textual corpora of process descriptions.",,,https://huggingface.co/datasets/patriziobellan/PET,,,,,,,,,,,P111
D052,Preda2024,Source of public datasets with cross-level requirements ,,,https://zenodo.org/records/10817760,,,,,,,,,,,P116
D054,RE-2019-Materials,"Multiple dataset extracted from diferent experiments: PROMISE, Dronology, ReqView, Leeds Library and WASP",,,https://zenodo.org/records/3309669,,,,,,,,,,,P121
D055,Bozygit2024,"Functional requirements from various software systems, such as educational, business, and hospitality settings.","Fatma Bozyigit, Tolgahan Bardakci, Alireza Khalilipour, Moharram Challenger, Guus Ramackers, Onder Babur, Michel R. V. Chaudron (2023). Dataset for: Text Requirements to Models. IEEE Dataport. https://dx.doi.org/10.21227/r9j6-nd62",2023,https://ieee-dataport.org/documents/dataset-text-requirements-models,None,Requirements,Document,analysis,extraction,multiple,120,en,-,D013,P065
D056,Elenga2024,Collection of requirement pairs from various projects labelled as contradicting and non-contradicting.,"Gärtner, A.E., Göhlich, D. Automated requirement contradiction detection through formal logic and LLMs. Autom Softw Eng 31, 49 (2024). https://doi.org/10.1007/s10515-024-00452-x",2024,https://static-content.springer.com/esm/art%3A10.1007%2Fs10515-024-00452-x/MediaObjects/10515_2024_452_MOESM1_ESM.csv,None,Requirements,Pair,management,traceability,multiple,87,en,"Simplex Contradictory,Idem Contradictory,Alius Contradictory,Simplex Contrary,Idem Contrary,Alius Contrary,Simplex Subaltern,Idem Subaltern,Alius Subaltern, None",-,P069
D057,MultiDomainFPA,Multi-domain collection of question-answer pairs for function point analysis.,"Zhao, Z., Jiang, H., Zhao, R., & He, B. (2024). Emergence of a novel domain expert: A generative AI-based framework for software function point analysis. Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering (ASE '24), 2245–2250. Association for Computing Machinery. https://doi-org.recursos.biblioteca.upc.edu/10.1145/3691620.3695293",2024,https://ieeexplore.ieee.org/document/10764829/,None,QA,Pair,analysis,extraction,multiple,778,en,-,-,P070
D058,Wei2023,"Crafted dataset for  bilingual app reviews, which can yield valuable insights for app developers and marketers",,,https://github.com/Jl-wei/mini-bar,,,,,,,,,,,P147
D059,Dalpiaz2018,Requirements expressed as user stories,"Dalpiaz, Fabiano (2018), “Requirements data sets (user stories)”, Mendeley Data, V1, doi: 10.17632/7zbk8zsd8y.1",2018,https://data.mendeley.com/datasets/7zbk8zsd8y/1,,,,,,,,,,,P148
D060,Acharya2024,"Bugzilla bug reports gathered from June 2015 through December 2023, annotated with priority and severity labels.","Acharya, J., & Ginde, G. (2024). Graph Neural Network vs. Large Language Model: A Comparative Analysis for Bug Report Priority and Severity Prediction [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10892319",2024,https://zenodo.org/records/10892319,Creative Commons Attribution Share Alike 4.0 International,Bug,Document,verification & validation,classification,software,452257,en,"P1,P2,P3,P4,P5;Normal,S3,S4,Critical",-,P074
D061,Ilyas2023,Data processing agreements (DPAs) sentences annotated with GDPR provisions (P1...P19),,,https://figshare.com/s/77338e558ffb6adf6f55,None,Legal text,Sentence,verification & validation,classification,multiple,31185,en,"P1,...,P19",-,P075
D062,PROMISE-NFR,Extension from PROMISE dataset containing requirements classified into functional and non-functional sub-types,"Jane Cleland-Huang, Sepideh Mazrouee, Huang Liguo, & Dan Port. (2007). nfr [Data set]. Zenodo. https://doi.org/10.5281/zenodo.268542",2007,https://zenodo.org/records/268542,,,,,,,,,,,P153
